"TIMESTAMP","PA_F_kpa","PA_F_pa"
2006-09-23,95.916,95916
2006-09-24,95.692,95692
2006-09-25,95.689,95689
2006-09-26,96.278,96278
2006-09-27,96.258,96258
2006-09-28,95.933,95933
2006-09-29,95.927,95927
2006-09-30,96.055,96055
2006-10-01,96.182,96182
2006-10-02,96.028,96028
2006-10-03,95.089,95089
2006-10-04,95.856,95856
2006-10-05,96.635,96635
2006-10-06,96.517,96517
2006-10-07,96.392,96392
2006-10-08,96.723,96723
2006-10-09,96.738,96738
2006-10-10,96.635,96635
2006-10-11,96.192,96192
2006-10-12,96.639,96639
2006-10-13,97.124,97124
2006-10-14,96.941,96941
2006-10-15,96.887,96887
2006-10-16,96.734,96734
2006-10-17,96.349,96349
2006-10-18,95.762,95762
2006-10-19,95.125,95125
2006-10-20,94.998,94998
2006-10-21,95.34,95340
2006-10-22,95.443,95443
2006-10-23,95.092,95092
2006-10-24,95.347,95347
2006-10-25,95.821,95821
2006-10-26,95.953,95953
2006-10-27,96.925,96925
2006-10-28,97.314,97314
2006-10-29,96.916,96916
2006-10-30,96.629,96629
2006-10-31,96.004,96004
2006-11-01,96.342,96342
2006-11-02,97.195,97195
2006-11-03,97.327,97327
2006-11-04,97.638,97638
2006-11-05,97.56,97560
2006-11-06,97.375,97375
2006-11-07,96.997,96997
2006-11-08,97.143,97143
2006-11-09,97.382,97382
2006-11-10,97.683,97683
2006-11-11,96.976,96976
2006-11-12,96.565,96565
2006-11-13,96.465,96465
2006-11-14,96.351,96351
2006-11-15,96.272,96272
2006-11-16,95.738,95738
2006-11-17,95.779,95779
2006-11-18,96.281,96281
2006-11-19,96.588,96588
2006-11-20,96.488,96488
2006-11-21,95.097,95097
2006-11-22,94.999,94999
2006-11-23,94.853,94853
2006-11-24,95.156,95156
2006-11-25,95.442,95442
2006-11-26,96.552,96552
2006-11-27,96.932,96932
2006-11-28,96.821,96821
2006-11-29,97.382,97382
2006-11-30,97.613,97613
2006-12-01,97.439,97439
2006-12-02,96.817,96817
2006-12-03,96.12,96120
2006-12-04,95.823,95823
2006-12-05,95.821,95821
2006-12-06,95.6,95600
2006-12-07,95.777,95777
2006-12-08,94.764,94764
2006-12-09,95.574,95574
2006-12-10,97.189,97189
2006-12-11,97.352,97352
2006-12-12,97.054,97054
2006-12-13,97.49,97490
2006-12-14,97.596,97596
2006-12-15,97.515,97515
2006-12-16,97.129,97129
2006-12-17,97.068,97068
2006-12-18,96.977,96977
2006-12-19,97.074,97074
2006-12-20,97.565,97565
2006-12-21,97.77,97770
2006-12-22,97.877,97877
2006-12-23,97.903,97903
2006-12-24,97.733,97733
2006-12-25,97.554,97554
2006-12-26,97.613,97613
2006-12-27,97.623,97623
2006-12-28,97.426,97426
2006-12-29,97.289,97289
2006-12-30,97.265,97265
2006-12-31,97.656,97656
2007-01-01,96.945,96945
2007-01-02,96.831,96831
2007-01-03,97.552,97552
2007-01-04,96.564,96564
2007-01-05,96.985,96985
2007-01-06,97.006,97006
2007-01-07,96.709,96709
2007-01-08,96.086,96086
2007-01-09,96.538,96538
2007-01-10,96.754,96754
2007-01-11,96.99,96990
2007-01-12,97.337,97337
2007-01-13,97.282,97282
2007-01-14,97.482,97482
2007-01-15,97.309,97309
2007-01-16,96.94,96940
2007-01-17,96.797,96797
2007-01-18,96.182,96182
2007-01-19,96.665,96665
2007-01-20,96.846,96846
2007-01-21,96.447,96447
2007-01-22,95.953,95953
2007-01-23,94.729,94729
2007-01-24,94.742,94742
2007-01-25,95.76,95760
2007-01-26,96.567,96567
2007-01-27,97.26,97260
2007-01-28,97.561,97561
2007-01-29,97.027,97027
2007-01-30,96.82,96820
2007-01-31,96.806,96806
2007-02-01,97.158,97158
2007-02-02,97.401,97401
2007-02-03,97.573,97573
2007-02-04,97.257,97257
2007-02-05,96.372,96372
2007-02-06,95.213,95213
2007-02-07,94.619,94619
2007-02-08,94.511,94511
2007-02-09,95.105,95105
2007-02-10,95.298,95298
2007-02-11,95.38,95380
2007-02-12,94.888,94888
2007-02-13,95.697,95697
2007-02-14,95.465,95465
2007-02-15,96.494,96494
2007-02-16,96.6,96600
2007-02-17,96.12,96120
2007-02-18,95.966,95966
2007-02-19,95.891,95891
2007-02-20,95.691,95691
2007-02-21,95.931,95931
2007-02-22,95.844,95844
2007-02-23,95.689,95689
2007-02-24,95.393,95393
2007-02-25,95.125,95125
2007-02-26,95.685,95685
2007-02-27,96.356,96356
2007-02-28,95.54,95540
2007-03-01,95.062,95062
2007-03-02,95.46,95460
2007-03-03,95.657,95657
2007-03-04,96.444,96444
2007-03-05,96.557,96557
2007-03-06,96.209,96209
2007-03-07,95.244,95244
2007-03-08,96.244,96244
2007-03-09,97.222,97222
2007-03-10,97.847,97847
2007-03-11,97.674,97674
2007-03-12,97.122,97122
2007-03-13,97.221,97221
2007-03-14,97.479,97479
2007-03-15,97.223,97223
2007-03-16,96.977,96977
2007-03-17,97.004,97004
2007-03-18,95.884,95884
2007-03-19,94.138,94138
2007-03-20,94.285,94285
2007-03-21,95.042,95042
2007-03-22,95.573,95573
2007-03-23,95.287,95287
2007-03-24,95.287,95287
2007-03-25,95.747,95747
2007-03-26,96.057,96057
2007-03-27,96.062,96062
2007-03-28,96.049,96049
2007-03-29,95.976,95976
2007-03-30,95.581,95581
2007-03-31,95.96,95960
2007-04-01,96.599,96599
2007-04-02,96.738,96738
2007-04-03,95.867,95867
2007-04-04,95.576,95576
2007-04-05,96.225,96225
2007-04-06,96.515,96515
2007-04-07,96.536,96536
2007-04-08,96.643,96643
2007-04-09,96.526,96526
2007-04-10,96.592,96592
2007-04-11,96.642,96642
2007-04-12,96.504,96504
2007-04-13,96.313,96313
2007-04-14,96.454,96454
2007-04-15,96.628,96628
2007-04-16,96.519,96519
2007-04-17,96.391,96391
2007-04-18,96.528,96528
2007-04-19,96.376,96376
2007-04-20,96.315,96315
2007-04-21,96.437,96437
2007-04-22,96.676,96676
2007-04-23,96.861,96861
2007-04-24,96.585,96585
2007-04-25,96.151,96151
2007-04-26,96.18,96180
2007-04-27,96.567,96567
2007-04-28,96.659,96659
2007-04-29,96.197,96197
2007-04-30,95.689,95689
2007-05-01,95.627,95627
2007-05-02,95.538,95538
2007-05-03,95.702,95702
2007-05-04,95.197,95197
2007-05-05,95.301,95301
2007-05-06,96.163,96163
2007-05-07,96.547,96547
2007-05-08,96.48,96480
2007-05-09,96.623,96623
2007-05-10,96.391,96391
2007-05-11,95.883,95883
2007-05-12,96.039,96039
2007-05-13,95.674,95674
2007-05-14,95.728,95728
2007-05-15,96.323,96323
2007-05-16,96.186,96186
2007-05-17,95.901,95901
2007-05-18,96.411,96411
2007-05-19,96.101,96101
2007-05-20,95.957,95957
2007-05-21,96.246,96246
2007-05-22,96.534,96534
2007-05-23,96.415,96415
2007-05-24,96.16,96160
2007-05-25,95.746,95746
2007-05-26,95.166,95166
2007-05-27,94.811,94811
2007-05-28,94.72,94720
2007-05-29,95.471,95471
2007-05-30,96.012,96012
2007-05-31,95.826,95826
2007-06-01,96.086,96086
2007-06-02,96.561,96561
2007-06-03,96.52,96520
2007-06-04,96.412,96412
2007-06-05,96.171,96171
2007-06-06,95.881,95881
2007-06-07,95.899,95899
2007-06-08,96.262,96262
2007-06-09,96.35,96350
2007-06-10,96.184,96184
2007-06-11,96.119,96119
2007-06-12,95.966,95966
2007-06-13,95.708,95708
2007-06-14,95.486,95486
2007-06-15,95.538,95538
2007-06-16,95.828,95828
2007-06-17,95.71,95710
2007-06-18,95.995,95995
2007-06-19,96.058,96058
2007-06-20,96.041,96041
2007-06-21,96.068,96068
2007-06-22,96.041,96041
2007-06-23,96.222,96222
2007-06-24,96.165,96165
2007-06-25,95.679,95679
2007-06-26,95.615,95615
2007-06-27,95.851,95851
2007-06-28,96.227,96227
2007-06-29,96.376,96376
2007-06-30,96.47,96470
2007-07-01,95.974,95974
2007-07-02,95.913,95913
2007-07-03,95.736,95736
2007-07-04,95.809,95809
2007-07-05,96.459,96459
2007-07-06,96.367,96367
2007-07-07,96.479,96479
2007-07-08,96.429,96429
2007-07-09,96.171,96171
2007-07-10,96.22,96220
2007-07-11,96.333,96333
2007-07-12,96.656,96656
2007-07-13,96.596,96596
2007-07-14,96.557,96557
2007-07-15,96.414,96414
2007-07-16,96.235,96235
2007-07-17,96.529,96529
2007-07-18,96.602,96602
2007-07-19,96.321,96321
2007-07-20,96.239,96239
2007-07-21,96.332,96332
2007-07-22,96.202,96202
2007-07-23,95.345,95345
2007-07-24,95.704,95704
2007-07-25,96.437,96437
2007-07-26,96.239,96239
2007-07-27,96.416,96416
2007-07-28,96.56,96560
2007-07-29,96.388,96388
2007-07-30,96.433,96433
2007-07-31,96.453,96453
2007-08-01,96.21,96210
2007-08-02,96.154,96154
2007-08-03,96.783,96783
2007-08-04,96.98,96980
2007-08-05,96.396,96396
2007-08-06,95.902,95902
2007-08-07,95.956,95956
2007-08-08,95.941,95941
2007-08-09,95.981,95981
2007-08-10,96.057,96057
2007-08-11,96.043,96043
2007-08-12,95.861,95861
2007-08-13,96,96000
2007-08-14,96.043,96043
2007-08-15,95.785,95785
2007-08-16,96.044,96044
2007-08-17,96.622,96622
2007-08-18,96.371,96371
2007-08-19,95.9,95900
2007-08-20,95.6,95600
2007-08-21,95.289,95289
2007-08-22,95.676,95676
2007-08-23,96.092,96092
2007-08-24,96.86,96860
2007-08-25,97.342,97342
2007-08-26,97.272,97272
2007-08-27,96.765,96765
2007-08-28,96.324,96324
2007-08-29,95.928,95928
2007-08-30,96.218,96218
2007-08-31,96.63,96630
2007-09-01,96.772,96772
2007-09-02,96.632,96632
2007-09-03,96.271,96271
2007-09-04,96.671,96671
2007-09-05,97.265,97265
2007-09-06,97.222,97222
2007-09-07,97.125,97125
2007-09-08,96.95,96950
2007-09-09,96.634,96634
2007-09-10,96.461,96461
2007-09-11,96.635,96635
2007-09-12,96.949,96949
2007-09-13,96.895,96895
2007-09-14,96.674,96674
2007-09-15,96.909,96909
2007-09-16,96.589,96589
2007-09-17,96.064,96064
2007-09-18,96.241,96241
2007-09-19,96.968,96968
2007-09-20,97.03,97030
2007-09-21,96.967,96967
2007-09-22,96.918,96918
2007-09-23,96.885,96885
2007-09-24,96.477,96477
2007-09-25,96.351,96351
2007-09-26,95.878,95878
2007-09-27,95.15,95150
2007-09-28,95.355,95355
2007-09-29,96.213,96213
2007-09-30,96.834,96834
2007-10-01,96.96,96960
2007-10-02,96.694,96694
2007-10-03,96.564,96564
2007-10-04,96.728,96728
2007-10-05,96.667,96667
2007-10-06,96.449,96449
2007-10-07,96.569,96569
2007-10-08,96.79,96790
2007-10-09,96.965,96965
2007-10-10,96.712,96712
2007-10-11,96.926,96926
2007-10-12,96.886,96886
2007-10-13,96.862,96862
2007-10-14,96.844,96844
2007-10-15,96.73,96730
2007-10-16,96.797,96797
2007-10-17,96.714,96714
2007-10-18,97.173,97173
2007-10-19,97.477,97477
2007-10-20,97.47,97470
2007-10-21,97.168,97168
2007-10-22,96.637,96637
2007-10-23,96.316,96316
2007-10-24,96.176,96176
2007-10-25,96.331,96331
2007-10-26,96.283,96283
2007-10-27,97.2,97200
2007-10-28,96.933,96933
2007-10-29,96.229,96229
2007-10-30,96.255,96255
2007-10-31,96.993,96993
2007-11-01,97.397,97397
2007-11-02,97.487,97487
2007-11-03,97.24,97240
2007-11-04,96.919,96919
2007-11-05,97.041,97041
2007-11-06,97.243,97243
2007-11-07,97.304,97304
2007-11-08,96.718,96718
2007-11-09,96.379,96379
2007-11-10,96.739,96739
2007-11-11,96.203,96203
2007-11-12,96.449,96449
2007-11-13,96.233,96233
2007-11-14,95.248,95248
2007-11-15,96.178,96178
2007-11-16,96.795,96795
2007-11-17,96.79,96790
2007-11-18,95.86,95860
2007-11-19,95.589,95589
2007-11-20,95.806,95806
2007-11-21,95.636,95636
2007-11-22,95.54,95540
2007-11-23,95.726,95726
2007-11-24,96.536,96536
2007-11-25,96.803,96803
2007-11-26,97.129,97129
2007-11-27,97.197,97197
2007-11-28,96.575,96575
2007-11-29,96.021,96021
2007-11-30,96.012,96012
2007-12-01,95.939,95939
2007-12-02,95.908,95908
2007-12-03,95.016,95016
2007-12-04,96.303,96303
2007-12-05,96.829,96829
2007-12-06,96.747,96747
2007-12-07,95.586,95586
2007-12-08,95.686,95686
2007-12-09,94.537,94537
2007-12-10,94.873,94873
2007-12-11,96.443,96443
2007-12-12,97.445,97445
2007-12-13,97.772,97772
2007-12-14,97.626,97626
2007-12-15,97.222,97222
2007-12-16,97.289,97289
2007-12-17,97.128,97128
2007-12-18,97.422,97422
2007-12-19,97.939,97939
2007-12-20,97.805,97805
2007-12-21,97.338,97338
2007-12-22,97.173,97173
2007-12-23,97.25,97250
2007-12-24,97.229,97229
2007-12-25,96.913,96913
2007-12-26,97.131,97131
2007-12-27,97.815,97815
2007-12-28,97.588,97588
2007-12-29,96.968,96968
2007-12-30,96.953,96953
2007-12-31,97.262,97262
2008-01-01,96.737,96737
2008-01-02,96.056,96056
2008-01-03,95.09,95090
2008-01-04,95.525,95525
2008-01-05,95.821,95821
2008-01-06,95.907,95907
2008-01-07,96.481,96481
2008-01-08,96.875,96875
2008-01-09,96.507,96507
2008-01-10,96.519,96519
2008-01-11,95.588,95588
2008-01-12,95.639,95639
2008-01-13,96.188,96188
2008-01-14,95.881,95881
2008-01-15,95.568,95568
2008-01-16,94.834,94834
2008-01-17,95.854,95854
2008-01-18,96.64,96640
2008-01-19,97.468,97468
2008-01-20,97.453,97453
2008-01-21,96.838,96838
2008-01-22,96.546,96546
2008-01-23,97.6,97600
2008-01-24,97.514,97514
2008-01-25,98.24,98240
2008-01-26,98.256,98256
2008-01-27,97.992,97992
2008-01-28,97.726,97726
2008-01-29,97.202,97202
2008-01-30,96.911,96911
2008-01-31,96.803,96803
2008-02-01,95.443,95443
2008-02-02,96.053,96053
2008-02-03,96.149,96149
2008-02-04,95.472,95472
2008-02-05,96.601,96601
2008-02-06,97.07,97070
2008-02-07,98.01,98010
2008-02-08,97.926,97926
2008-02-09,97.707,97707
2008-02-10,97.612,97612
2008-02-11,97.547,97547
2008-02-12,97.542,97542
2008-02-13,97.691,97691
2008-02-14,97.67,97670
2008-02-15,97.519,97519
2008-02-16,97.963,97963
2008-02-17,98.207,98207
2008-02-18,97.695,97695
2008-02-19,96.993,96993
2008-02-20,96.768,96768
2008-02-21,97.149,97149
2008-02-22,97.461,97461
2008-02-23,97.438,97438
2008-02-24,96.929,96929
2008-02-25,96.883,96883
2008-02-26,96.394,96394
2008-02-27,96.451,96451
2008-02-28,96.752,96752
2008-02-29,96.635,96635
2008-03-01,95.813,95813
2008-03-02,96.254,96254
2008-03-03,95.971,95971
2008-03-04,95.851,95851
2008-03-05,96.762,96762
2008-03-06,96.854,96854
2008-03-07,96.034,96034
2008-03-08,95.818,95818
2008-03-09,95.356,95356
2008-03-10,94.497,94497
2008-03-11,94.732,94732
2008-03-12,95.338,95338
2008-03-13,96.4,96400
2008-03-14,96.159,96159
2008-03-15,95.714,95714
2008-03-16,95.277,95277
2008-03-17,95.452,95452
2008-03-18,95.704,95704
2008-03-19,95.872,95872
2008-03-20,96.109,96109
2008-03-21,94.012,94012
2008-03-22,93.631,93631
2008-03-23,94.206,94206
2008-03-24,94.3,94300
2008-03-25,94.988,94988
2008-03-26,95.019,95019
2008-03-27,94.753,94753
2008-03-28,95.662,95662
2008-03-29,96.46,96460
2008-03-30,95.825,95825
2008-03-31,96.253,96253
2008-04-01,96.876,96876
2008-04-02,96.895,96895
2008-04-03,96.829,96829
2008-04-04,97.023,97023
2008-04-05,95.915,95915
2008-04-06,94.798,94798
2008-04-07,95.011,95011
2008-04-08,94.938,94938
2008-04-09,94.426,94426
2008-04-10,94.337,94337
2008-04-11,94.585,94585
2008-04-12,95.739,95739
2008-04-13,95.99,95990
2008-04-14,96.032,96032
2008-04-15,96.431,96431
2008-04-16,96.259,96259
2008-04-17,95.084,95084
2008-04-18,94.277,94277
2008-04-19,94.521,94521
2008-04-20,94.852,94852
2008-04-21,94.641,94641
2008-04-22,95.301,95301
2008-04-23,96.326,96326
2008-04-24,96.951,96951
2008-04-25,97.347,97347
2008-04-26,97.2,97200
2008-04-27,96.636,96636
2008-04-28,95.808,95808
2008-04-29,95.316,95316
2008-04-30,95.07,95070
2008-05-01,96.01,96010
2008-05-02,96.747,96747
2008-05-03,96.91,96910
2008-05-04,96.652,96652
2008-05-05,96.677,96677
2008-05-06,96.671,96671
2008-05-07,96.532,96532
2008-05-08,96.285,96285
2008-05-09,96.036,96036
2008-05-10,96.011,96011
2008-05-11,96.12,96120
2008-05-12,96.139,96139
2008-05-13,95.959,95959
2008-05-14,95.942,95942
2008-05-15,95.811,95811
2008-05-16,95.613,95613
2008-05-17,95.479,95479
2008-05-18,95.444,95444
2008-05-19,95.482,95482
2008-05-20,95.549,95549
2008-05-21,95.866,95866
2008-05-22,95.982,95982
2008-05-23,95.863,95863
2008-05-24,95.626,95626
2008-05-25,95.848,95848
2008-05-26,95.769,95769
2008-05-27,95.578,95578
2008-05-28,95.74,95740
2008-05-29,95.65,95650
2008-05-30,95.727,95727
2008-05-31,96.166,96166
2008-06-01,96.15,96150
2008-06-02,95.904,95904
2008-06-03,96.11,96110
2008-06-04,96.216,96216
2008-06-05,95.887,95887
2008-06-06,95.916,95916
2008-06-07,96.225,96225
2008-06-08,96.31,96310
2008-06-09,96.544,96544
2008-06-10,96.626,96626
2008-06-11,96.445,96445
2008-06-12,96.032,96032
2008-06-13,96.127,96127
2008-06-14,96.184,96184
2008-06-15,95.889,95889
2008-06-16,95.64,95640
2008-06-17,95.792,95792
2008-06-18,96.32,96320
2008-06-19,96.381,96381
2008-06-20,96.69,96690
2008-06-21,96.721,96721
2008-06-22,96.538,96538
2008-06-23,96.547,96547
2008-06-24,96.403,96403
2008-06-25,96.397,96397
2008-06-26,96.68,96680
2008-06-27,96.72,96720
2008-06-28,96.831,96831
2008-06-29,96.584,96584
2008-06-30,96.639,96639
2008-07-01,96.333,96333
2008-07-02,95.977,95977
2008-07-03,95.966,95966
2008-07-04,96.369,96369
2008-07-05,96.195,96195
2008-07-06,95.888,95888
2008-07-07,95.872,95872
2008-07-08,96.305,96305
2008-07-09,96.509,96509
2008-07-10,96.284,96284
2008-07-11,95.929,95929
2008-07-12,95.984,95984
2008-07-13,95.98,95980
2008-07-14,96.796,96796
2008-07-15,97.403,97403
2008-07-16,96.853,96853
2008-07-17,96.279,96279
2008-07-18,96.213,96213
2008-07-19,96.179,96179
2008-07-20,96.174,96174
2008-07-21,96.654,96654
2008-07-22,97.004,97004
2008-07-23,96.906,96906
2008-07-24,96.317,96317
2008-07-25,95.992,95992
2008-07-26,96.042,96042
2008-07-27,96.268,96268
2008-07-28,96.251,96251
2008-07-29,96.438,96438
2008-07-30,96.557,96557
2008-07-31,96.42,96420
2008-08-01,96.536,96536
2008-08-02,96.643,96643
2008-08-03,96.511,96511
2008-08-04,96.213,96213
2008-08-05,96.436,96436
2008-08-06,96.208,96208
2008-08-07,95.832,95832
2008-08-08,95.974,95974
2008-08-09,96.34,96340
2008-08-10,96.006,96006
2008-08-11,95.557,95557
2008-08-12,95.211,95211
2008-08-13,96.028,96028
2008-08-14,96.25,96250
2008-08-15,95.97,95970
2008-08-16,95.897,95897
2008-08-17,95.918,95918
2008-08-18,96.162,96162
2008-08-19,96.116,96116
2008-08-20,96.451,96451
2008-08-21,96.611,96611
2008-08-22,96.211,96211
2008-08-23,96.181,96181
2008-08-24,96.215,96215
2008-08-25,96.457,96457
2008-08-26,96.885,96885
2008-08-27,96.836,96836
2008-08-28,96.686,96686
2008-08-29,96.568,96568
2008-08-30,96.397,96397
2008-08-31,96.249,96249
2008-09-01,96.483,96483
2008-09-02,96.171,96171
2008-09-03,95.685,95685
2008-09-04,95.65,95650
2008-09-05,95.416,95416
2008-09-06,95.607,95607
2008-09-07,96.076,96076
2008-09-08,96.445,96445
2008-09-09,96.477,96477
2008-09-10,96.484,96484
2008-09-11,95.953,95953
2008-09-12,95.915,95915
2008-09-13,95.889,95889
2008-09-14,96.266,96266
2008-09-15,96.478,96478
2008-09-16,96.504,96504
2008-09-17,96.513,96513
2008-09-18,96.606,96606
2008-09-19,96.726,96726
2008-09-20,97.039,97039
2008-09-21,96.663,96663
2008-09-22,96.297,96297
2008-09-23,96.177,96177
2008-09-24,96.442,96442
2008-09-25,96.894,96894
2008-09-26,97.23,97230
2008-09-27,97.242,97242
2008-09-28,97.003,97003
2008-09-29,96.547,96547
2008-09-30,96.166,96166
2008-10-01,95.791,95791
2008-10-02,95.567,95567
2008-10-03,95.664,95664
2008-10-04,96.437,96437
2008-10-05,96.24,96240
2008-10-06,96.394,96394
2008-10-07,96.373,96373
2008-10-08,96.259,96259
2008-10-09,97.22,97220
2008-10-10,97.798,97798
2008-10-11,97.686,97686
2008-10-12,97.472,97472
2008-10-13,96.992,96992
2008-10-14,96.821,96821
2008-10-15,96.648,96648
2008-10-16,96.21,96210
2008-10-17,96.501,96501
2008-10-18,96.534,96534
2008-10-19,96.891,96891
2008-10-20,96.7,96700
2008-10-21,96.148,96148
2008-10-22,96.519,96519
2008-10-23,97.181,97181
2008-10-24,97.038,97038
2008-10-25,97.527,97527
2008-10-26,97.17,97170
2008-10-27,95.849,95849
2008-10-28,95.509,95509
2008-10-29,95.068,95068
2008-10-30,94.388,94388
2008-10-31,95.012,95012
2008-11-01,95.226,95226
2008-11-02,95.886,95886
2008-11-03,95.828,95828
2008-11-04,95.908,95908
2008-11-05,95.67,95670
2008-11-06,96.076,96076
2008-11-07,96.163,96163
2008-11-08,96.658,96658
2008-11-09,97.011,97011
2008-11-10,96.953,96953
2008-11-11,96.389,96389
2008-11-12,96.446,96446
2008-11-13,96.735,96735
2008-11-14,97.144,97144
2008-11-15,97.31,97310
2008-11-16,97.405,97405
2008-11-17,97.286,97286
2008-11-18,96.291,96291
2008-11-19,96.56,96560
2008-11-20,96.516,96516
2008-11-21,95.622,95622
2008-11-22,95.387,95387
2008-11-23,95.209,95209
2008-11-24,94.017,94017
2008-11-25,95.432,95432
2008-11-26,96.834,96834
2008-11-27,96.68,96680
2008-11-28,95.112,95112
2008-11-29,94.154,94154
2008-11-30,94.091,94091
2008-12-01,94.452,94452
2008-12-02,95.505,95505
2008-12-03,95.039,95039
2008-12-04,94.649,94649
2008-12-05,94.15,94150
2008-12-06,95.455,95455
2008-12-07,96.804,96804
2008-12-08,97.022,97022
2008-12-09,96.228,96228
2008-12-10,95.59,95590
2008-12-11,95.489,95489
2008-12-12,96.012,96012
2008-12-13,95.222,95222
2008-12-14,94.379,94379
2008-12-15,95.242,95242
2008-12-16,95.62,95620
2008-12-17,95.728,95728
2008-12-18,96.479,96479
2008-12-19,97.007,97007
2008-12-20,97.481,97481
2008-12-21,97.847,97847
2008-12-22,97.936,97936
2008-12-23,97.776,97776
2008-12-24,97.517,97517
2008-12-25,96.909,96909
2008-12-26,96.907,96907
2008-12-27,97.095,97095
2008-12-28,96.794,96794
2008-12-29,97.081,97081
2008-12-30,97.297,97297
2008-12-31,96.985,96985
2009-01-01,96.968,96968
2009-01-02,96.68,96680
2009-01-03,96.589,96589
2009-01-04,96.444,96444
2009-01-05,96.007,96007
2009-01-06,95.91,95910
2009-01-07,96.097,96097
2009-01-08,96.641,96641
2009-01-09,97.021,97021
2009-01-10,97.101,97101
2009-01-11,97.52,97520
2009-01-12,97.206,97206
2009-01-13,96.39,96390
2009-01-14,96.04,96040
2009-01-15,96.268,96268
2009-01-16,96.738,96738
2009-01-17,96.692,96692
2009-01-18,95.689,95689
2009-01-19,94.865,94865
2009-01-20,94.482,94482
2009-01-21,95.183,95183
2009-01-22,95.088,95088
2009-01-23,93.463,93463
2009-01-24,93.478,93478
2009-01-25,94.425,94425
2009-01-26,94.507,94507
2009-01-27,95.449,95449
2009-01-28,95.952,95952
2009-01-29,96.073,96073
2009-01-30,96.254,96254
2009-01-31,95.834,95834
2009-02-01,94.908,94908
2009-02-02,94.372,94372
2009-02-03,94.411,94411
2009-02-04,94.397,94397
2009-02-05,94.379,94379
2009-02-06,93.939,93939
2009-02-07,93.573,93573
2009-02-08,94.758,94758
2009-02-09,95.409,95409
2009-02-10,94.813,94813
2009-02-11,95.89,95890
2009-02-12,96.104,96104
2009-02-13,96.38,96380
2009-02-14,96.528,96528
2009-02-15,97.066,97066
2009-02-16,96.844,96844
2009-02-17,96.475,96475
2009-02-18,96.647,96647
2009-02-19,96.917,96917
2009-02-20,97.317,97317
2009-02-21,97.349,97349
2009-02-22,97.087,97087
2009-02-23,96.507,96507
2009-02-24,96.644,96644
2009-02-25,97.205,97205
2009-02-26,96.985,96985
2009-02-27,96.661,96661
2009-02-28,96.166,96166
2009-03-01,95.782,95782
2009-03-02,96.011,96011
2009-03-03,95.997,95997
2009-03-04,94.132,94132
2009-03-05,93.245,93245
2009-03-06,94.324,94324
2009-03-07,95.814,95814
2009-03-08,95.903,95903
2009-03-09,96,96000
2009-03-10,96.198,96198
2009-03-11,96.558,96558
2009-03-12,97.02,97020
2009-03-13,96.726,96726
2009-03-14,96.479,96479
2009-03-15,97.1,97100
2009-03-16,97.461,97461
2009-03-17,97.489,97489
2009-03-18,97.35,97350
2009-03-19,96.72,96720
2009-03-20,96.954,96954
2009-03-21,97.009,97009
2009-03-22,97.034,97034
2009-03-23,96.483,96483
2009-03-24,95.53,95530
2009-03-25,95.505,95505
2009-03-26,95.637,95637
2009-03-27,95.235,95235
2009-03-28,94.828,94828
2009-03-29,95.326,95326
2009-03-30,96.021,96021
2009-03-31,96.289,96289
2009-04-01,95.865,95865
2009-04-02,95.874,95874
2009-04-03,96.34,96340
2009-04-04,96.595,96595
2009-04-05,96.61,96610
2009-04-06,96.131,96131
2009-04-07,95.821,95821
2009-04-08,96.239,96239
2009-04-09,96.191,96191
2009-04-10,95.573,95573
2009-04-11,95.39,95390
2009-04-12,95.473,95473
2009-04-13,95.415,95415
2009-04-14,95.446,95446
2009-04-15,95.424,95424
2009-04-16,95.429,95429
2009-04-17,95.608,95608
2009-04-18,95.871,95871
2009-04-19,96.226,96226
2009-04-20,96.362,96362
2009-04-21,96.433,96433
2009-04-22,96.579,96579
2009-04-23,96.574,96574
2009-04-24,96.192,96192
2009-04-25,95.892,95892
2009-04-26,95.457,95457
2009-04-27,95.253,95253
2009-04-28,95.141,95141
2009-04-29,95.604,95604
2009-04-30,96.283,96283
2009-05-01,96.637,96637
2009-05-02,97.157,97157
2009-05-03,96.969,96969
2009-05-04,96.89,96890
2009-05-05,96.995,96995
2009-05-06,96.806,96806
2009-05-07,96.493,96493
2009-05-08,96.356,96356
2009-05-09,96.426,96426
2009-05-10,96.391,96391
2009-05-11,96.206,96206
2009-05-12,96.193,96193
2009-05-13,96.136,96136
2009-05-14,95.589,95589
2009-05-15,95.581,95581
2009-05-16,96.146,96146
2009-05-17,96.109,96109
2009-05-18,96.691,96691
2009-05-19,96.732,96732
2009-05-20,96.662,96662
2009-05-21,96.254,96254
2009-05-22,96.312,96312
2009-05-23,96.426,96426
2009-05-24,96.549,96549
2009-05-25,96.36,96360
2009-05-26,96.24,96240
2009-05-27,97.164,97164
2009-05-28,97.444,97444
2009-05-29,97.23,97230
2009-05-30,96.595,96595
2009-05-31,96.448,96448
2009-06-01,96.312,96312
2009-06-02,96.322,96322
2009-06-03,96.185,96185
2009-06-04,95.98,95980
2009-06-05,95.479,95479
2009-06-06,94.743,94743
2009-06-07,95.301,95301
2009-06-08,95.658,95658
2009-06-09,95.881,95881
2009-06-10,96.294,96294
2009-06-11,96.453,96453
2009-06-12,96.851,96851
2009-06-13,96.762,96762
2009-06-14,96.667,96667
2009-06-15,96.476,96476
2009-06-16,96.824,96824
