"date","temp","vpd","ppfd","netrad","patm","snow","rain","tmin","tmax","vwind","fapar","co2","ccov","gpp","le","le_qc","nee","nee_qc"
2009-10-30,7.371,57.0458333333333,2.294757864,19.42403,96921,0,0,4.407,7.9,1.646,0.56,448.624,0.985861241817474,1.13268,21.4571,-9999,1.04972,1
2009-10-31,9.08,177.116666666667,12.0825264816,38.56364,97032,0,0,2.432,11.69,1.075,0.56,420.632,0.990727603435516,3.79101,27.2922,-9999,-1.81619,1
2009-11-01,8.485,129.579166666667,11.486227032,44.15497,96436,0,0,2.893,12.16,0.862,0.39,438.589,0.982791304588318,3.40954,25.1364,-9999,-1.65803,1
2009-11-02,8.495,62.3541666666667,2.5307190288,22.62243,95304,0,0.000128043981481481,4.101,10.37,2.019,0.39,408.374,0.999799847602844,0.780574,35.2923,-9999,0.935682,1
2009-11-03,6.74,107.8375,11.0905301088,45.77605,94847,0,8.38425925925926e-05,3.812,8.67,2.204,0.39,392.286,0.959232270717621,3.73664,39.6358,-9999,-2.24664,1
2009-11-04,9.153,332.441666666667,13.5283216608,38.02251,94309,0,0.000204259259259259,4.604,10.96,3.143,0.39,427.288,0.415141463279724,3.02487,64.7243,-9999,-1.31433,1
2009-11-05,8.736,302.145833333333,17.1500057136,54.16592,94739,0,4.87731481481481e-05,3.627,11.49,1.788,0.39,429.439,0.564391434192657,3.76001,55.4086,-9999,-2.1511,1
2009-11-06,6.772,146.620833333333,12.3103142928,27.45651,95411,0,1.52777777777778e-06,0.012,10.35,0.607,0.39,444.422,0.709781467914581,4.78672,25.623,-9999,-3.39305,1
2009-11-07,4.788,73.2916666666667,8.2868921424,35.943612,94931,0,8.99305555555556e-05,-1.06,7.6,1.36,0.39,506.49,0.93568605184555,3.63533,28.2613,-9999,-2.19209,1
2009-11-08,5.186,92.4458333333333,8.3398412592,32.4341,94805,0,1.8287037037037e-05,2.995,7.18,1.377,0.39,417.478,0.999799847602844,3.40173,28.8453,-9999,-1.65627,1
2009-11-09,4.073,36.925,2.649232656,15.50414,95259,0,2.43865740740741e-05,2.97,4.825,0.843,0.39,462.136,1,2.80804,15.7552,-9999,-0.967762,1
2009-11-10,4.137,16.7666666666667,2.7912002544,19.11734,95665,0,4.57175925925926e-06,2.73,4.726,1.095,0.39,405.773,0.985163629055023,3.08789,16.2716,-9999,-1.03009,1
2009-11-11,6.044,132.35,7.8897737664,19.70275,95611,0,0,-1.576,7.7,0.546,0.39,454.252,0.921449542045593,4.69211,16.374,-9999,-2.43559,1
2009-11-12,5.932,108.8,10.564059528,52.05123,95808,0,1.06712962962963e-05,-1.737,8.46,1.509,0.39,489.241,1,4.86918,35.3819,-9999,-2.31525,1
2009-11-13,9.587,43.7875,8.5004654256,28.69057,96150,0,0,3.51,11.39,0.869,0.39,428.469,0.993643820285797,4.28565,13.9627,-9999,-1.05355,1
2009-11-14,8.402,70.9791666666667,7.4965643856,33.52439,95986,0,5.94444444444444e-05,4.851,11.58,1.02,0.39,464.585,0.7840775847435,3.03365,18.1137,-9999,0.0155407,1
2009-11-15,6.954,1.175,3.8238857136,20.75796,96211,0,3.65856481481482e-05,4.552,8.32,0.546,0.39,490.831,1,2.2496,7.32421,-9999,0.47129,1
2009-11-16,10.339,7.2,2.9765221632,30.52634,95967,0,0.000128043981481481,7.57,11.7,0.586,0.39,438.263,0.954969823360443,2.27453,12.9121,-9999,0.844162,1
2009-11-17,10.716,73.6875,11.4336332784,58.269913,96043,0,3.50578703703704e-05,6.902,13.59,1.196,0.36,446.054,0.380146265029907,4.14998,36.091,-9999,-1.21119,1
2009-11-18,12.138,204.625,13.4101633968,42.18342,96861,0,0,4.038,15.01,1.098,0.36,426.978,0.999399602413177,3.66552,38.1749,-9999,-1.00673,1
2009-11-19,7.263,4.18333333333333,5.044380624,23.61951,97071,0,0,4.343,10.45,0.636,0.36,518.667,0.578648269176483,1.9122,13.5921,-9999,-0.119227,1
2009-11-20,7.153,1.27916666666667,6.76966896,30.39598,97075,0,0,4.662,9.76,1.122,0.36,418.384,0.218458771705627,2.11911,11.6504,-9999,-0.531123,1
2009-11-21,6.131,1.54166666666667,5.9231938176,26.37995,97154,0,0,3.825,8.07,0.934,0.36,423.304,0.882852256298065,1.88219,13.8654,-9999,-0.514482,1
2009-11-22,7.916,5.97083333333333,2.2073385168,15.3057,96616,0,1.21990740740741e-05,4.024,9.99,1.768,0.36,414.148,1,0.665788,14.484,-9999,0.999791,1
2009-11-23,9.302,200.395833333333,8.5949920368,33.4708,96430,0,0.000124988425925926,7.05,11.6,3.898,0.36,400.358,0.698376536369324,3.6187,64.5201,-9999,-1.5626,1
2009-11-24,9.391,38.8875,2.981497248,10.2144,96576,0,0.000256087962962963,4.802,10.6,3.616,0.36,445.098,1,2.08107,24.3336,-9999,0.283081,1
2009-11-25,8.256,111.683333333333,11.5006192416,26.93069,96136,0,0,4.116,11.18,1.092,0.45,468.338,0.16927707195282,3.0371,24.1497,-9999,-0.732501,1
2009-11-26,8.778,109.083333333333,4.7638213776,5.90885,96131,0,9.14351851851852e-06,0.16,10.57,1.041,0.45,424.495,0.652859210968018,2.91433,17.1581,-9999,-0.27795,1
2009-11-27,6.894,101.108333333333,5.997642408,7.35737,95841,0,3.65856481481482e-05,-0.597,9.04,1.505,0.45,524.081,1,3.27117,22.4146,-9999,-1.22296,1
2009-11-28,8.238,288.9,13.6551863232,25.838248,95746,0,0,-1.214,10.85,1.672,0.45,443.766,0.975807249546051,3.95351,43.2198,-9999,-2.06695,1
2009-11-29,1.764,18.5791666666667,5.7588383376,7.259527,94847,0,0,-2.222,4.183,0.477,0.45,485.569,1,2.21952,9.29441,-9999,-1.01867,1
2009-11-30,0.232,1.47083333333333,0.6899376528,-5.25044,94475,0,0.00030181712962963,-0.392,4.158,0.632,0.45,538.79,1,0.401523,0.76936,-9999,0.612356,1
2009-12-01,1.646,0.920833333333333,4.4381310048,11.001158,95376,0,4.57175925925926e-06,-0.218,2.466,0.656,0.45,480.587,1,1.73815,3.09299,-9999,-0.933456,1
2009-12-02,1.981,6.95416666666667,5.1490350864,19.94042,95836,0,0,-1.569,3.376,0.804,0.45,418.064,1,1.39251,10.6746,-9999,-0.777878,1
2009-12-03,3.922,75.6583333333333,12.4265180592,35.6095,95453,0,5.48726851851852e-05,-2.519,7.24,0.667,0.47,490.847,0.778005421161652,2.41779,18.0025,-9999,-1.96888,0.979167
2009-12-04,4.061,122.0625,11.3092561584,26.4174,95554,0,4.57175925925926e-06,-2.244,7.1,0.552,0.47,430.643,0.784299552440643,1.39173,21.3768,-9999,-1.00911,1
2009-12-05,1.288,21.3166666666667,6.5104315056,15.11917,96078,0,0,-3.121,4.171,0.989,0.47,539.263,0.903530299663544,0.902208,9.12225,-9999,-0.577098,0.875
2009-12-06,4.46,44.0291666666667,3.74463972,26.76343,95953,0,7.62731481481481e-06,0.414,5.769,1.104,0.47,425.254,1,1.38746,16.2632,-9999,-0.864998,1
2009-12-07,6.757,1.57083333333333,1.317509064,42.23889,95918,0,0.000152430555555556,5.685,7.68,0.661,0.47,485.077,1,0.428835,23.909,-9999,0.679688,1
2009-12-08,6.001,198.591666666667,8.6825890656,32.42279,96145,0,0.000190543981481482,1.607,7.84,2.347,0.47,410.676,0.395861923694611,1.51932,41.8434,-9999,-0.470859,1
2009-12-09,4.659,171.2875,13.2880961376,16.18845,97016,0,0,-3.212,8.14,0.56,0.47,405.208,0.00844157487154007,1.69873,19.6816,-9999,-0.829043,1
2009-12-10,3.574,26.8625,3.6849387024,10.55781,97188,0,0,-1.973,7.89,1.252,0.47,441.496,1,1.42037,12.7096,-9999,-0.273116,1
2009-12-11,3.747,47.675,3.0511484352,20.0924,96850,0,2.59143518518518e-05,1.027,5.003,1.206,0.1,414.127,0.991958618164062,1.01526,18.4471,-9999,0.32638,1
2009-12-12,0.855,40.5958333333333,2.7147971664,18.20348,96380,0,1.52777777777778e-06,0.013,1.602,2.315,0.1,389.005,0.993095457553864,0.495481,32.5922,-9999,0.776037,1
2009-12-13,-0.995,120.6125,1.5083391024,17.49642,96009,0,0,-1.712,0.32,3.055,0.1,379.513,0.888182997703552,0.530934,31.2295,-9999,0.640631,1
2009-12-14,-2.472,102.758333333333,2.5749617472,20.54246,95837,0,0,-3.343,-1.496,3.583,0.1,381.561,0.992929399013519,0.0152314,27.5038,-9999,1.04098,1
2009-12-15,-3.655,106.233333333333,1.495190664,12.52592,95585,0,0,-4.105,-3.096,3.152,0.1,382.904,1,-0.0162272,21.8399,-9999,1.09548,1
2009-12-16,-3.051,66.225,4.5331906608,19.348424,95332,0,0,-4.247,-1.528,1.135,0.1,393.006,0.999582886695862,0.56387,14.0472,-9999,0.705433,1
2009-12-17,-3.705,118.9625,4.7442764016,6.333,95146,0,0,-8.63,-3.092,0.912,0.1,388.357,0.977867364883423,0.419356,9.33813,-9999,0.74025,1
2009-12-18,-4.21,72.6875,6.4031118192,14.801107,94842,0,0,-6.973,-3.251,1.421,0.1,406.852,0.943329274654388,0.127281,12.6986,-9999,0.946541,1
2009-12-19,-6.496,62.1,5.6792369808,14.54208,94798,0,0,-11.48,-4.259,2.745,0.4,386.108,0.97142493724823,-0.171376,14.7316,-9999,0.961715,1
2009-12-20,-6.313,73.0625,10.5855590016,28.239804,95167,0,3.04861111111111e-05,-16.09,-1.019,2.761,0.4,390.166,0.542462170124054,0.201476,14.7827,-9999,0.592238,1
2009-12-21,-0.474,0.55,4.9264000416,17.17685,94674,0,3.04861111111111e-05,-1.066,-0.031,2.221,0.4,426.726,1,0.188288,6.83708,-9999,1.36661,1
2009-12-22,2.274,2.40416666666667,6.779441448,14.58027,93890,0,8.23148148148148e-05,-0.491,3.776,1.432,0.4,459.081,1,-0.438083,2.95433,-9999,2.12281,1
2009-12-23,2.288,4.40416666666667,5.6570267808,14.11353,94176,0,8.53587962962963e-05,0.961,3.496,1.198,0.4,470.157,1,-0.164687,4.3109,-9999,1.8474,0.979167
2009-12-24,1.08,0.6375,3.3539178816,21.07012,93873,0,3.50578703703704e-05,-0.081,1.983,0.731,0.4,430.48,0.995426893234253,0.0887551,6.723,-9999,1.30881,1
2009-12-25,4.503,181.941666666667,5.8889012688,11.6098,94561,0,7.31712962962963e-05,-1.093,6.652,2.713,0.4,425.033,0.70111209154129,-0.189549,20.1411,-9999,1.81999,1
2009-12-26,-0.225,42.5291666666667,9.5667327072,17.0283496,95519,0,0,-5.094,3.005,0.68,0.4,408.511,0.885599672794342,1.29346,6.3172,-9999,0.0533808,0.958333
2009-12-27,0.551,66.1708333333333,10.3062435264,14.38808,95495,0,3.50578703703704e-05,-4.106,3.367,2.484,0.54,429.959,0.361337959766388,0.671969,16.8107,-9999,1.24122,1
2009-12-28,1.182,2.3125,4.5171993168,17.40942,95290,0,0,-0.98,2.111,1.019,0.54,404.396,1,0.388335,8.09904,-9999,1.732,1
2009-12-29,2.017,2.22083333333333,4.3526661552,34.01214,94865,0,0.000124988425925926,-0.392,5.133,1.463,0.54,486.259,0.754540026187897,0.615583,17.3377,-9999,1.78206,1
2009-12-30,5.778,1.6125,0.9029778912,44.1113,94445,0,0.000256087962962963,4.331,8.08,1.453,0.54,549.084,1,1.4634,21.8784,-9999,1.68942,1
2009-12-31,5.237,2.2,2.408474088,45.31667,94207,0,0.000126516203703704,2.138,5.957,0.699,0.54,473.258,0.67642343044281,0.749114,27.9269,-9999,2.12837,1
2010-01-01,2.694,7.02916666666667,1.904746752,30.40886,93955,0,2.13425925925926e-05,-0.202,3.27,1.358,0.54,437.035,1,0.667726,25.8931,-9999,1.43992,0.895833
2010-01-02,-0.827,207.983333333333,14.622307272,57.19932,95945,0,0,-6.59,-0.004,3.463,0.54,374.574,0.742429435253143,-0.113896,48.2314,-9999,1.77132,1
2010-01-03,-2.225,126.870833333333,14.0571021024,26.78086,96425,0,0,-8.83,0.627,0.878,0.54,395.773,0.100057780742645,0.63587,12.0235,-9999,0.688361,0.979167
2010-01-04,-3.989,69.7291666666667,11.1296200608,23.97995,95809,0,0,-9.97,-0.729,0.629,0.54,424.053,0.382662713527679,0.188403,9.85949,-9999,0.990503,0.979167
2010-01-05,-4.839,38.1916666666667,4.967089128,30.36659,94958,0,0,-7.85,-3.833,2.024,0.54,403.552,0.942135214805603,0.140057,13.0759,-9999,1.02662,1
2010-01-06,-3.1,21.625,2.3020428096,22.16507,94612,0,0,-5.056,-2.458,0.948,0.54,415.962,0.967875421047211,0.0248438,5.14367,-9999,1.1429,1
2010-01-07,-1.172,57.4333333333333,8.2828054656,25.55998,95156,0,0,-4.685,0.499,0.722,0.54,421.167,0.884401679039001,0.205132,6.2007,-9999,0.914811,1
2010-01-08,-2.245,38.3666666666667,1.9765301184,19.70676,95053,0,3.04398148148148e-06,-3.649,-1.825,3.22,0.54,406.788,0.996546506881714,-0.145074,12.815,-9999,1.18747,1
2010-01-09,-4.57,70.4541666666667,1.6682525424,23.82318,94868,0,7.62731481481481e-06,-5.964,-3.743,2.503,0.01,396.907,1,-0.21058,11.4367,-9999,1.07203,1
2010-01-10,-5.382,25.3916666666667,6.9715152576,23.54276,95500,0,0,-11.62,-3.472,0.554,0.01,417.704,0.991126954555511,-0.226464,4.91361,-9999,0.982063,0.8125
2010-01-11,-4.061,61.9125,6.2536815936,26.96869,95933,0,0,-7.1,-3.201,0.863,0.01,418.093,0.288971185684204,0.0516487,7.20142,-9999,0.755094,0.895833
2010-01-12,-3.15,30.9041666666667,4.8100185936,23.23397,95688,0,0,-5.414,-2.168,0.59,0.01,426.99,0.857683956623077,0.0292463,3.61335,-9999,0.793134,1
2010-01-13,-1.995,2.79583333333333,3.813047136,24.56575,95131,0,1.37152777777778e-05,-3.887,-0.466,1.176,0.01,483.686,1,0.00745148,5.06006,-9999,0.95938,0.979167
2010-01-14,0.275,1.62916666666667,3.2656101264,17.61016,95130,0,0,-0.498,0.934,1.268,0.01,446.227,0.996546506881714,0.369123,2.35392,-9999,0.857305,1
2010-01-15,1.255,23.8625,5.6714189904,20.00164,96333,0,0,-0.167,1.782,0.768,0.01,401.515,0.968384921550751,0.528695,3.40144,-9999,0.831794,1
2010-01-16,-0.715,15.9666666666667,3.6742778064,25.543577,96451,0,0.000114328703703704,-1.654,0.416,1.619,0.01,392.067,1,0.635875,6.22436,-9999,0.701832,1
2010-01-17,5.127,116.1,8.0630133264,10.7069,96413,0,7.16435185185185e-05,0.322,6.64,3.003,0.01,410.884,0.330111980438232,-0.0333056,14.9891,-9999,1.71372,1
2010-01-18,3.597,102.225,12.1882470336,35.4619,97025,0,0,-2.218,7.17,0.676,0.01,405.219,0.642115950584412,0.579132,7.74151,-9999,0.931381,0.979167
2010-01-19,-1.602,0.4625,3.4681671504,25.7957,96628,0,0,-3.75,-1.095,0.736,0.01,459.674,0.901474595069885,1.16446,4.50189,-9999,0.0597184,1
2010-01-20,-2.886,2.12083333333333,3.0779783568,34.65039,95991,0,3.81018518518518e-05,-3.454,-1.484,1.254,0.01,415.244,0.98630040884018,0.448992,8.02223,-9999,0.717893,1
2010-01-21,0.297,0.4375,7.8972363936,21.57258,96488,0,1.52777777777778e-06,-1.401,0.651,1.296,0.01,443.931,0.993204951286316,0.822714,1.83641,-9999,0.555322,1
2010-01-22,0.797,15.425,5.2675487136,21.385486,96716,0,0,-0.813,1.749,0.942,0.01,398.956,0.9915851354599,0.766528,5.18003,-9999,0.734925,1
2010-01-23,0.518,60.9791666666667,9.3568907376,35.64479,96659,0,0,-2.92,2.388,1.163,0.01,396.861,0.988990128040314,0.744999,11.8836,-9999,0.740929,1
2010-01-24,-1.528,1.43333333333333,5.3848185696,30.70357,96663,0,0,-3.517,-0.137,1.14,0.01,411.001,0.978112518787384,0.956453,7.54974,-9999,0.4722,1
2010-01-25,0.935,23.7833333333333,7.9004346624,24.618396,96892,0,1.52430555555556e-05,-1.232,1.932,1.008,0,466.444,0.971939146518707,0.774783,10.2019,-9999,0.942808,0.9375
2010-01-26,-1.281,60.7291666666667,3.4226806608,34.02344,97223,0,1.52777777777778e-06,-4.949,0.025,2.839,0,415.224,0.994181752204895,-0.432662,20.0642,-9999,2.07714,1
2010-01-27,-5.128,55.4625,5.333113224,43.1162,96984,0,0,-5.762,-4.528,3.055,0,397.214,0.95299369096756,0.266492,19.5079,-9999,1.13206,1
2010-01-28,-1.726,5.65416666666667,3.3277986864,20.24097,95676,0,3.04398148148148e-06,-4.457,-0.744,2.856,0,401.04,0.976016521453857,0.513165,8.92453,-9999,1.20765,1
2010-01-29,-0.726,3.36666666666667,6.1701712416,15.41065,94219,0,2.28703703703704e-05,-2.347,0.341,3.984,0,401.751,1,0.549487,9.60795,-9999,1.16947,1
2010-01-30,-1.005,160.416666666667,15.239750832,19.313,94019,0,1.67708333333333e-05,-6.945,0.491,2.869,0,398.401,0.468601584434509,-0.333434,16.2359,-9999,1.81345,1
2010-01-31,-5.067,3.7625,5.3443071648,26.86979,95105,0,7.62731481481481e-06,-10.93,-4.36,1.444,0,439.176,0.974560976028442,-0.245115,11.118,-9999,1.24768,0.958333
2010-02-01,-5.559,15.3416666666667,9.3179784672,23.32557,95853,0,4.57175925925926e-06,-14.26,-2.457,2.532,0,499.534,0.990407288074493,-0.597832,7.85425,-9999,1.47913,0.75
2010-02-02,-0.487,112.320833333333,11.0788031232,10.4933,96310,0,0,-4.466,0.709,4.281,0.02,377.548,1,-0.148153,12.2812,-9999,1.40194,1
2010-02-03,3.548,130.833333333333,13.0389865344,-10.81884,95976,0,1.21990740740741e-05,-3.366,5.867,5.021,0.02,420.865,0.936501085758209,-0.348287,4.06296,-9999,1.74366,1
2010-02-04,0.646,62.5208333333333,17.331951672,17.71642,95958,0,0,-6.744,5.444,0.495,0.02,423.241,0.999168276786804,-0.0395165,8.27882,-9999,1.08235,0.979167
2010-02-05,0.315,0.8875,2.853566496,16.90478,95484,0,0.000146331018518519,-2.315,0.837,1.103,0.02,531.967,0.999582886695862,-0.0658646,6.34216,-9999,1.19154,1
2010-02-06,1.491,4.08333333333333,9.7776407664,14.96786,95690,0,0,0.011,2.905,0.993,0.02,403.53,0.982150614261627,-0.369241,2.06355,-9999,1.51521,0.979167
2010-02-07,1.209,2.54166666666667,4.8050435088,10.18671,96087,0,0,-2.434,1.954,1.347,0.02,427.767,1,-0.0776938,3.92823,-9999,1.18413,1
2010-02-08,-0.651,69.7333333333333,9.0894799296,24.69402,95242,0,0,-1.92,-0.11,2.607,0.02,386.953,0.990851402282715,0.0522381,15.5309,-9999,0.967733,1
2010-02-09,-0.723,79.5125,9.4435993584,23.32236,94654,0,1.52777777777778e-06,-2.595,0.503,0.832,0.02,409.599,1,0.109553,7.36154,-9999,0.915065,1
2010-02-10,-5.263,89.5916666666667,9.3384118512,22.66088,94883,0,0,-7.28,-1.179,3.281,0.13,404.05,0.992548644542694,-0.345054,14.2284,-9999,1.19376,1
2010-02-11,-5.724,87.7583333333333,12.440377224,29.3223,94779,0,0,-7.91,-4.268,2.497,0.13,398.757,0.980928719043732,-0.37731,11.4793,-9999,1.17792,1
2010-02-12,-4.248,75.5875,9.227005488,23.169536,95415,0,0,-8.29,-3.622,1.395,0.13,399.708,1,0.309127,7.2803,-9999,0.596207,1
2010-02-13,-4.296,61.5833333333333,10.517862312,23.62226,95678,0,0,-11.61,-2.799,1.453,0.13,415.265,1,-0.0583783,6.89779,-9999,0.962243,1
2010-02-14,-2.799,98.7833333333333,8.5093495056,22.95743,95586,0,0,-4.597,-1.737,0.529,0.13,396.14,0.986165285110474,0.307625,4.86096,-9999,0.772218,1
2010-02-15,-2.667,141.333333333333,11.2545302256,18.346985,95222,0,0,-11.66,0.329,0.543,0.13,402.19,0.67443859577179,0.353367,3.58324,-9999,0.645515,1
2010-02-16,-2.527,156.245833333333,23.9545002672,24.01265,94734,0,0,-14.05,2.594,0.822,0.13,492.102,0.132118701934814,0.454916,9.29051,-9999,0.541124,1
2010-02-17,1.237,140.195833333333,11.200159656,20.46663,94082,0,3.04398148148148e-06,-3.381,3.179,0.774,0.13,440.575,0.973510324954987,0.868994,6.14992,-9999,0.541295,1
2010-02-18,3.95,30.8958333333333,15.6180349584,27.19902,94482,0,1.37152777777778e-05,-2.227,6.409,0.649,0.26,414.422,0.902961313724518,0.803727,9.61157,-9999,0.80719,1
2010-02-19,1.815,31.925,5.807523096,18.9438,94163,0,2.13425925925926e-05,-0.937,3.828,1.905,0.26,444.216,1,0.285742,20.074,-9999,1.22898,0.979167
2010-02-20,2.458,220.7125,17.8390549584,36.5423,94684,0,0,-1.246,4.424,2.456,0.26,385.405,0.296355426311493,0.575181,29.8968,-9999,0.900822,1
2010-02-21,4.359,229.466666666667,25.9587487152,48.32014,94815,0,0,-3.432,7.09,1.249,0.26,387.301,0.628538370132446,0.937137,22.0565,-9999,0.52377,1
2010-02-22,6.29,167.845833333333,22.0744512576,73.8661,94325,0,1.52430555555556e-05,-0.942,10.76,1.067,0.26,413.198,0.773906350135803,1.01669,34.6334,-9999,0.637555,1
2010-02-23,5.323,4.64583333333333,11.9219023152,55.500942,94451,0,5.33564814814815e-05,0.707,7.35,1.624,0.26,463.087,0.942898094654083,0.241525,27.9548,-9999,1.49815,1
2010-02-24,6.601,58.0208333333333,18.3637487232,83.2932,94904,0,9.14351851851852e-06,1.649,9.74,1.89,0.26,450.082,0.929829061031342,0.348027,43.7839,-9999,1.51018,1
2010-02-25,7.014,176.041666666667,19.0549301472,78.2294,94812,0,8.23148148148148e-05,1.168,9.54,1.379,0.26,466.997,1,0.331341,47.6797,-9999,1.54931,1
2010-02-26,5.837,153.1875,13.8051495936,56.0157,94652,0,3.96296296296296e-05,-0.257,7.44,3.674,0.4,426.154,0.950496435165405,0.119697,55.8023,-9999,1.73496,1
2010-02-27,6.084,316.266666666667,24.104285856,70.69057,95198,0,9.14351851851852e-06,-1.659,8.94,1.171,0.4,399.778,0.644745171070099,0.43386,42.4138,-9999,1.33062,1
2010-02-28,8.072,246.15,11.14063632,58.3088,94329,0,4.57175925925926e-06,1.733,11.2,2.944,0.4,397.811,0.937352538108826,0.282891,62.9559,-9999,1.64753,1
2010-03-01,8.718,487.479166666667,30.54790908,74.9609,95644,0,0,0.126,12.55,1.511,0.4,381.933,0.907106280326843,0.929389,43.771,-9999,0.98113,1
2010-03-02,6.748,156.8125,13.8030174144,60.5783,96456,0,1.8287037037037e-05,2.043,8.67,2.042,0.4,406.294,0.884774148464203,-0.0273009,48.6104,-9999,1.82242,1
2010-03-03,4.363,317.220833333333,19.5019770528,57.77095,96046,0,0,0.408,5.848,4.842,0.4,380.267,0.996841192245483,0.138343,62.4125,-9999,1.573,1
2010-03-04,2.401,196.904166666667,11.7442207152,46.98623,95592,0,0,-0.387,4.727,2.624,0.4,381.041,1,0.33452,31.8422,-9999,1.34453,1
2010-03-05,0.986,345.6875,28.2890428992,101.4787,96648,0,0,-4.924,2.722,1.813,0.4,383.652,0.720758974552155,-0.241449,46.1808,-9999,1.77143,1
2010-03-06,-1.386,59.2791666666667,11.3300449056,66.96858,96333,0,2.13425925925926e-05,-5.199,0.023,2.975,0.16,388.834,0.471363604068756,-0.486033,45.8057,-9999,2.04587,1
2010-03-07,-3.239,115.075,22.6599121296,57.9096,96435,0,0,-5.722,-1.234,6.496,0.16,381.878,0.8966925740242,-0.383212,38.3654,-9999,2.01132,1
2010-03-08,-2.573,221.620833333333,35.906786136,72.9288,96197,0,0,-8.38,-0.08,5.304,0.16,382.621,0,-0.1256,58.2959,-9999,1.93925,1
2010-03-09,-4.746,143.179166666667,18.3641040864,94.01233,95837,0,0,-7.01,-2.521,6.882,0.16,379.95,0.886019170284271,-0.696359,63.9856,-9999,2.36586,1
2010-03-10,-2.793,190.041666666667,17.2347598368,75.07198,95682,0,0,-4.545,-1.346,3.868,0.16,382.504,0.9959317445755,0.217906,46.7289,-9999,1.4787,1
2010-03-11,-1.861,18.9875,10.2907852272,39.78264,95752,0,1.8287037037037e-05,-6.809,-0.869,0.859,0.16,398.888,1,0.221581,21.7041,-9999,1.28256,0.9375
2010-03-12,-0.397,112.975,26.3636850816,62.61196,96235,0,0,-7.4,2.693,1,0.16,399.702,0.539825439453125,-0.193846,21.7935,-9999,1.52976,1
2010-03-13,1.972,251.129166666667,32.9951177568,74.568,96859,0,0,-8.27,6.411,0.677,0.16,410.661,0.689026772975922,-0.0171763,36.4233,-9999,1.30922,0.854167
2010-03-14,1.136,166.633333333333,12.1550205744,31.1214,97032,0,0,-4.779,3.664,1.123,0.41,394.804,0.659882187843323,-0.175409,19.9414,-9999,1.45446,1
2010-03-15,3.763,141.925,17.0615202768,35.274134,97032,0,3.04398148148148e-06,0.083,6.119,1.649,0.41,387.843,0.773682177066803,0.240878,25.5917,-9999,1.13973,0.979167
2010-03-16,5.638,228.85,18.3433153392,44.31388,97115,0,6.09953703703704e-06,-1.077,8.77,1.405,0.41,451.769,0.351778030395508,0.625269,32.539,-9999,0.736951,0.9375
2010-03-17,6.777,385.5,32.0407898832,102.87896,97275,0,0,-3.597,12.95,1.325,0.41,405.789,0.189441561698914,0.48625,70.7401,-9999,0.91986,0.958333
2010-03-18,9.915,679.929166666667,32.2522309872,91.7652,97036,0,0,-1.291,15.55,1.123,0.41,391.756,1,0.566588,60.6399,-9999,1.06203,1
2010-03-19,12.589,761.854166666667,34.4601025488,101.9629,96776,0,0,3.338,17.88,1.306,0.41,390.17,0.000417063711211085,0.801934,56.1322,-9999,1.33301,0.958333
2010-03-20,12.111,312.341666666667,17.878322592,80.62021,96351,0,3.04398148148148e-06,5.453,15.6,2.02,0.41,376.297,0.986448526382446,0.518296,48.0917,-9999,1.87277,0.958333
2010-03-21,11.233,49.2041666666667,11.1934077552,76.4352,96399,0,0.000100601851851852,8.43,13.06,3.187,0.41,413.825,0.901622116565704,-0.0811808,70.1353,-9999,2.6665,0.8125
2010-03-22,12.49,460.9125,33.4066283424,112.334,96671,0,0,4.461,15.75,0.635,0.38,393.229,1,0.842364,68.9399,-9999,1.99283,0.979167
2010-03-23,11.888,620.204166666667,39.1341947184,122.4481,96483,0,0,-0.074,17.6,0.936,0.38,451.591,0.0745899677276611,1.30688,72.2129,-9999,1.68173,0.895833
2010-03-24,14.099,785.304166666667,39.5139002976,120.7577,95941,0,0,0.237,20.32,0.567,0.38,417.157,0.237006962299347,1.47485,59.088,-9999,1.96539,0.916667
2010-03-25,13.237,595.033333333333,22.7874875184,72.6324,95570,0,0,3.417,17.81,0.814,0.38,436.605,0.335164785385132,0.957377,35.4081,-9999,2.76288,1
2010-03-26,6.716,73.1208333333333,11.5567666272,58.524628,95614,0,8.68865740740741e-05,3.092,10.89,2.524,0.38,427.251,1,-0.136857,48.0534,-9999,3.35114,1
2010-03-27,6.971,175.6375,30.872178,142.7238,95703,0,0.000129571759259259,1.807,11.69,3.489,0.38,416.512,0.969611704349518,0.404577,101.692,-9999,2.96592,0.9375
2010-03-28,7.33,89.9458333333333,18.0124722,99.97879,96092,0,0.000103657407407407,4.757,9.63,4.339,0.38,455.515,1,0.270155,77.0972,-9999,3.43433,1
2010-03-29,12.396,414.416666666667,33.5706284592,137.256,95501,0,0,6.404,17.1,1.453,0.38,393.926,0.230785012245178,1.30525,89.5417,-9999,3.18021,1
2010-03-30,8.651,219.625,21.7398768048,96.40514,94608,0,4.72569444444444e-05,2.249,14.84,2.565,0.46,439.29,0.983285784721375,0.677139,76.1377,-9999,3.31472,0.979167
2010-03-31,6.694,224.995833333333,27.7195733712,110.79401,95230,0,1.67708333333333e-05,2.079,8.26,3.332,0.46,389.288,0.872652232646942,2.25975,91.6785,-9999,1.22803,0.979167
2010-04-01,4.546,170.204166666667,23.3946255456,96.4646,95893,0,5.48726851851852e-05,0.226,8.11,1.974,0.46,420.609,0.454189002513885,1.24078,60.1037,-9999,1.81916,0.9375
