date,temp,vpd,ppfd,netrad,patm,snow,rain,tmin,tmax,vwind,fapar,lai,co2,ccov,gpp,le,nee,nee_qc
2008-01-07,9.237,94.39999999999999,8.110019999999999e-5,6.8071490654510285,96481,0,1.7681712962962963e-4,0.722,11.79,3.289,0.42,1.1,304.065,0.7959347317616144,1.3423,17.3551,0.753058,1
2008-01-08,4.034,80.7,1.5721055999999998e-4,-18.91214084866408,96875,0,0,-2.791,8.42,0.616,0.42,1.1,327.025,0.7959347317616144,1.5306,9.10002,0.174912,1
2008-01-09,2.14,79,3.46698e-5,18.26381987408132,96507,0,6.0995370370370376e-6,-2.384,4.497,1.367,0.31,0.7000000000000001,331.888,0.7959347317616144,0.548565,0.730785,1.30383,1
2008-01-10,4.226,124.30000000000001,1.2940739999999998e-4,11.720720550142744,96519,0,0,-0.237,7.22,1.081,0.31,0.7000000000000001,289.076,0.7959347317616144,1.57822,6.66531,0.115233,1
2008-01-11,4.268,199.3,1.4856708e-4,14.141286893946528,95588,0,0,-1.2,9.67,0.681,0.31,0.7000000000000001,315.478,0.7959347317616144,1.03455,8.78795,0.44834,1
2008-01-12,1.383,23.400000000000002,1.278264e-5,29.086301699720366,95639,0,5.334490740740741e-5,-0.194,3.063,1.503,0.31,0.7000000000000001,368.911,0.7959347317616144,-0.684599,2.33441,2.16669,1
2008-01-13,2.661,5.4,5.393556e-5,29.483637385419968,96188,0,0,-0.257,3.437,1.41,0.31,0.7000000000000001,292.124,0.7959347317616144,0.0496268,7.95674,1.48711,1
2008-01-14,0.297,12.2,2.6475119999999998e-5,18.99109858935435,95881,0,1.2199074074074075e-5,-1.112,1.267,1.119,0.31,0.7000000000000001,311.176,0.7959347317616144,-0.200385,2.31292,1.67443,1
2008-01-15,3.453,80.4,5.694048e-5,32.81191468002453,95568,0,0,0.747,4.633,1.317,0.31,0.7000000000000001,337.55,0.7959347317616144,-0.0699007,7.97743,1.83715,1
2008-01-16,4.84,43.4,6.9258e-5,51.797391286749075,94834,0,1.2194444444444443e-4,0.763,7.11,1.36,0.31,0.7000000000000001,365.984,0.7959347317616144,0.5122,7.95661,1.45825,1
2008-01-17,6.072,134.4,1.2394224e-4,32.08032267300325,95854,0,3.0439814814814815e-6,1.081,8.67,2.113,0.46,0.7000000000000001,289.403,0.7959347317616144,1.11738,16.331,1.02899,1
2008-01-18,8.338,181.20000000000002,9.407052e-5,50.05817963764781,96640,0,7.31712962962963e-5,5.362,9.85,4.333,0.46,0.7000000000000001,303.912,0.7959347317616144,0.107069,20.5196,2.57431,1
2008-01-19,10.235,280.3,6.715271999999999e-5,13.339579753948044,97468,0,0,6.342,11.19,3.026,0.46,0.7000000000000001,257.708,0.7959347317616144,1.58827,23.8872,1.86014,1
2008-01-20,7.911,155.1,1.8077255999999998e-4,8.440203091460944,97453,0,0,0.416,10.87,1.323,0.46,0.7000000000000001,278.408,0.7959347317616144,2.61684,16.2569,0.501646,1
2008-01-21,3.552,136,1.6054596e-4,25.801580048237724,96838,0,0,-0.804,9.32,1.634,0.46,0.7000000000000001,408.585,0.7959347317616144,1.44545,20.5566,1.26615,1
2008-01-22,5.875,94.6,3.4119e-5,26.782555495202928,96546,0,2.8047453703703703e-4,-0.84,9.01,3.62,0.46,0.7000000000000001,308.66,0.7959347317616144,1.38582,11.9409,1.80474,1
2008-01-23,2.89,83.1,2.0268828e-4,27.35159778073063,97600,0,0,-3.079,6.5,0.983,0.46,0.7000000000000001,298.587,0.7959347317616144,1.64727,16.1553,0.802107,1
2008-01-24,3.675,164.3,1.8318384e-4,20.10401891148183,97514,0,0,-3.722,7.28,1.059,0.46,0.7000000000000001,311.211,0.7959347317616144,2.05825,12.9799,0.661249,1
2008-01-25,3.741,41.099999999999994,7.275048e-5,42.36233946022213,98240,0,7.627314814814815e-6,1.843,4.626,1.756,0.35,0.5,314.013,0.7959347317616144,0.854704,10.5883,2.08277,1
2008-01-26,1.831,81.3,1.1183483999999999e-4,7.28441856765005,98256,0,0,-2.4,4.822,1.159,0.35,0.5,277.128,0.7959347317616144,1.91731,10.5382,0.490462,1
2008-01-27,2.426,275.5,1.2534984e-4,16.239488941118907,97992,0,0,-2.509,7.11,1.797,0.35,0.5,354.171,0.7959347317616144,1.98416,13.8627,0.417038,1
2008-01-28,5.372,299.5,2.0427540000000002e-4,8.665027577231399,97726,0,0,-2.9,10.54,1.374,0.35,0.5,313.92,0.7959347317616144,1.27111,22.8475,1.14442,1
2008-01-29,4.451,142.5,1.922598e-4,13.495175438065473,97202,0,0,-4.11,9.15,0.509,0.35,0.5,322.6,0.7959347317616144,1.68275,12.6992,0.632145,1
2008-01-30,4.353,56.2,7.39704e-5,4.2231570427819065,96911,0,0,-0.907,7.11,1.713,0.35,0.5,310.185,0.7959347317616144,0.925705,15.04,1.67058,1
2008-01-31,2.69,54.1,8.042292000000001e-5,9.462202399188016,96803,0,0,0.533,4.49,1.478,0.35,0.5,268.096,0.7959347317616144,1.28292,13.8438,1.301,1
2008-02-01,6.548,355,1.1035176e-4,24.89083315717977,95443,0,2.895833333333333e-5,0.891,8.98,6.505,0.35,0.5,254.482,0.993957961599032,1.04147,46.9573,2.14371,1
2008-02-02,2.864,69.19999999999999,1.5986663999999998e-4,63.40326887111996,96053,0,1.3414351851851852e-4,-2.929,6.373,2.28,0.4,0.6000000000000001,291.906,0.993957961599032,1.44319,24.3431,1.00451,1
2008-02-03,-0.47,66.8,1.6040724e-4,17.50137130987855,96149,0,0,-4.085,2.806,0.964,0.4,0.6000000000000001,275.803,0.993957961599032,0.888477,12.9851,0.987707,1
2008-02-04,0.127,15.5,6.169776e-5,35.886782333389476,95472,0,4.5717592592592595e-6,-3.893,2.64,1.753,0.4,0.6000000000000001,366.582,0.993957961599032,0.46543,14.8458,1.51335,1
2008-02-05,3.357,119,9.477431999999999e-5,33.93443257331211,96601,0,1.5277777777777778e-6,0.371,5.135,2.599,0.4,0.6000000000000001,298.61,0.993957961599032,0.621698,21.9497,1.75498,1
2008-02-06,7.511,209.3,6.761172e-5,37.20911856356486,97070,0,9.298611111111112e-5,4.32,9.17,3.628,0.4,0.6000000000000001,282.215,0.993957961599032,1.49426,26.3066,1.27877,1
2008-02-07,4.863,82.69999999999999,2.1695808e-4,16.346535229879464,98010,0,0,-1.466,9.26,1.38,0.4,0.6000000000000001,303.821,0.993957961599032,1.06827,28.4026,1.05402,1
2008-02-08,5.356,226.10000000000002,2.5912692e-4,13.120694347048527,97926,0,0,-1.784,9.2,2.479,0.4,0.6000000000000001,276.533,0.993957961599032,0.889084,35.9452,1.11949,1
2008-02-09,4.658,233.1,2.5934724e-4,18.286052878559985,97707,0,0,-3.701,8.93,1.122,0.4,0.6000000000000001,291.827,0.993957961599032,1.35567,22.0037,0.541912,1
2008-02-10,4.032,146.70000000000002,2.5754388e-4,16.921263058864383,97612,0,0,-3.716,7.6,1.95,0.48,0.7000000000000001,287.463,0.993957961599032,1.41595,23.2108,0.485639,1
2008-02-11,4.661,145.79999999999998,2.5887804e-4,14.725830528004963,97547,0,0,-2.818,8.29,1.816,0.48,0.7000000000000001,279.732,0.993957961599032,1.31053,23.6405,0.600579,1
2008-02-12,3.778,173.3,2.4058739999999998e-4,23.454522623704293,97542,0,0,-4.252,8.63,1.163,0.48,0.7000000000000001,358.17,0.993957961599032,1.23291,19.5377,0.518948,0.979167
2008-02-13,3.63,154.7,2.4740712e-4,14.899198055533134,97691,0,0,-6.388,9.11,0.426,0.48,0.7000000000000001,306.396,0.993957961599032,1.25877,12.8601,0.470616,0.958333
2008-02-14,3.304,126.89999999999999,2.542248e-4,21.95089391625237,97670,0,0,-6.294,9.21,0.734,0.48,0.7000000000000001,309.823,0.993957961599032,0.794237,15.0289,0.92893,0.958333
2008-02-15,-0.963,30.2,3.397008e-5,-10.54276781859204,97519,0,0,-4.041,0.036,4.039,0.48,0.7000000000000001,296.019,0.993957961599032,-0.40166,9.89516,2.04709,1
2008-02-16,0.994,163.9,2.7464315999999994e-4,20.059569140946223,97963,0,0,-3.283,4.161,4.963,0.48,0.7000000000000001,263.802,0.993957961599032,1.41238,22.3142,0.619102,1
2008-02-17,2.031,204,2.9452092e-4,27.336042323770585,98207,0,0,-7.51,6.571,0.867,0.48,0.7000000000000001,282.305,0.993957961599032,1.77685,8.56609,0.279041,1
2008-02-18,3.395,195.1,3.0138144e-4,30.94301992000635,97695,0,0,-8.01,9.3,0.759,0.4,0.6000000000000001,308.45,0.993957961599032,1.44384,7.82796,0.838775,0.979167
2008-02-19,4.498,261.4,2.930052e-4,35.59888685520707,96993,0,0,-7.61,10.19,0.422,0.4,0.6000000000000001,310.195,0.993957961599032,1.90302,7.25695,0.624079,1
2008-02-20,4.038,208.4,2.0740476e-4,55.654910254455615,96768,0,4.420138888888889e-5,-5.978,8.34,1.467,0.4,0.6000000000000001,331.018,0.993957961599032,1.78679,9.03346,1.19368,1
2008-02-21,6.616,31.3,9.002315999999999e-5,49.6803435312583,97149,0,1.3715277777777778e-5,1.787,8.08,1.017,0.4,0.6000000000000001,309.176,0.993957961599032,1.70816,10.7316,2.23309,1
2008-02-22,8.31,154.29999999999998,2.4888612e-4,66.55408943590191,97461,0,0,0.209,13.96,1.61,0.4,0.6000000000000001,323.601,0.993957961599032,3.16389,35.0833,1.18097,1
2008-02-23,11.881,237.1,2.869872e-4,60.913853798043874,97438,0,0,2.182,16.71,0.601,0.4,0.6000000000000001,280.402,0.993957961599032,3.30796,25.9808,1.17773,1
2008-02-24,9.877,362.3,2.9832143999999997e-4,51.54567917115031,96929,0,0,-0.411,16.29,1.231,0.4,0.6000000000000001,312.415,0.993957961599032,2.61272,31.9192,1.41303,1
2008-02-25,9.93,349.2,2.7774600000000005e-4,39.744757530499726,96883,0,0,1.714,13.82,1.705,0.4,0.6000000000000001,275.592,0.993957961599032,2.97641,25.2165,0.749738,1
2008-02-26,10.192,343.29999999999995,2.8340292e-4,75.33981599347965,96394,0,2.895833333333333e-5,-1.353,15.6,2.521,0.44,0.7000000000000001,309.347,0.993957961599032,2.61317,39.1628,0.971601,1
2008-02-27,9.37,186.5,1.3238784e-4,34.52565935563666,96451,0,5.6400462962962965e-5,5.291,10.42,3.232,0.44,0.7000000000000001,270.369,0.993957961599032,1.53832,42.73,2.17814,1
2008-02-28,8.514,229.1,2.0339615999999996e-4,49.87015317010537,96752,0,0,1.343,11.17,1.208,0.44,0.7000000000000001,277.261,0.993957961599032,2.74082,32.0866,0.652945,1
2008-02-29,9.545,173.2,8.471508e-5,45.97568007565542,96635,0,3.505787037037037e-5,6.978,11.63,3.342,0.44,0.7000000000000001,305.1,0.993957961599032,0.92534,35.2215,2.77688,1
2008-03-01,10.945,277.09999999999997,1.6768188e-4,60.30385566937082,95813,0,3.841203703703704e-4,8.86,13.6,6.427,0.44,0.7000000000000001,311.354,0.909380465745926,1.89777,63.9592,2.04025,1
2008-03-02,12.209,396.09999999999997,2.1985488e-4,52.6967179965398,96254,0,0,6.252,14.75,4.556,0.44,0.7000000000000001,249.16,0.909380465745926,3.06769,68.1368,0.961871,1
2008-03-03,9.354,158,1.2242448e-4,33.88702290487964,95971,0,3.505787037037037e-5,3.086,11.32,3.151,0.44,0.7000000000000001,286.758,0.909380465745926,2.56096,35.6339,0.818458,1
2008-03-04,3.656,67.80000000000001,1.8873876e-4,73.49772309475208,95851,0,1.9814814814814813e-5,-0.296,6.151,2.352,0.44,0.7000000000000001,278.46,0.909380465745926,1.54424,42.2525,0.656195,1
2008-03-05,1.563,109.5,3.4888488e-4,99.79204025651853,96762,0,3.0439814814814815e-6,-2.548,2.838,3.436,0.43,0.7000000000000001,283.872,0.909380465745926,1.29295,54.8194,0.274518,1
2008-03-06,1.648,238.09999999999997,4.0403424e-4,61.93033177130826,96854,0,0,-4.507,4.371,2.936,0.43,0.7000000000000001,267.35,0.909380465745926,1.55903,49.0499,-0.46591,1
2008-03-07,1.902,209.90000000000003,2.0776175999999996e-4,20.78784273586342,96034,0,0,-3.822,5.13,1.2,0.43,0.7000000000000001,274.391,0.909380465745926,0.71801,19.9166,0.125991,1
2008-03-08,4.776,127.60000000000001,2.5933296e-4,70.15076263346629,95818,0,0,-0.891,8.77,0.796,0.43,0.7000000000000001,315.295,0.909380465745926,1.27903,30.6732,-0.196506,1
2008-03-09,5.402,225.59999999999997,3.1107756e-4,83.87779989738578,95356,0,0,-3.081,9.54,1.443,0.43,0.7000000000000001,322.234,0.909380465745926,2.51535,45.2247,-1.20868,1
2008-03-10,7.557,214.4,1.70085e-4,54.12562446780055,94497,0,4.725694444444445e-5,4.059,9.37,2.888,0.43,0.7000000000000001,273.37,0.909380465745926,2.77501,31.9127,-1.07325,1
2008-03-11,6.468,231.4,1.907604e-4,89.39675009424724,94732,0,1.1584490740740742e-4,4.169,8.75,5.195,0.43,0.7000000000000001,303.714,0.909380465745926,3.1117,53.7756,-1.30038,1
2008-03-12,9.384,167.79999999999998,1.0144307999999999e-4,39.987335494019305,95338,0,5.655208333333333e-4,5.935,11.32,6.324,0.43,0.7000000000000001,378.8,0.909380465745926,1.81795,37.6014,0.415924,1
2008-03-13,7.771,322.40000000000003,2.2254768000000002e-4,58.01261818690432,96400,0,0,4.342,10.11,3.1,0.35,0.5,263.512,0.909380465745926,3.93843,60.2445,-1.70604,1
2008-03-14,11.473,301.79999999999995,2.0780256e-4,64.99743382773988,96159,0,1.5243055555555554e-5,5.547,15.36,2.734,0.35,0.5,325.691,0.909380465745926,3.84062,46.5943,-1.0938,1
2008-03-15,11.788,359.4,3.9101903999999994e-4,89.65412416542904,95714,0,0,0.991,17.14,1.153,0.35,0.5,280.336,0.909380465745926,5.72366,52.7855,-2.81082,1
2008-03-16,8.891,278.79999999999995,2.902716e-4,111.36664307484705,95277,0,8.993055555555555e-5,5.897,10.4,5.035,0.35,0.5,320.884,0.909380465745926,5.59735,62.7391,-2.71894,1
2008-03-17,6.54,36.7,1.0515791999999999e-4,61.519607088841724,95452,0,7.011574074074073e-5,3.961,7.93,3.479,0.35,0.5,345.297,0.909380465745926,2.90975,33.3287,-0.371014,1
2008-03-18,4.404,164.5,2.3079743999999998e-4,52.379879014849735,95704,0,0,-0.957,6.146,1.581,0.35,0.5,254.869,0.909380465745926,3.89114,43.8411,-1.74052,1
2008-03-19,3.427,176.6,3.3052692e-4,63.52758336286712,95872,0,0,-3.979,6.478,1.133,0.35,0.5,275.772,0.909380465745926,3.61236,41.5044,-1.66939,1
2008-03-20,3.475,167.1,2.2103399999999997e-4,43.57365923557683,96109,0,0,-0.193,5.077,2.015,0.35,0.5,258.099,0.909380465745926,3.10548,39.7438,-1.14107,1
2008-03-21,0.829,70.3,9.182448e-5,50.87755556905785,94012,0,2.6065972222222224e-4,-0.113,2.672,6.393,0.14,0.30000000000000004,343.945,0.909380465745926,0.959504,23.8408,0.776493,1
2008-03-22,2.897,86.5,4.176084e-4,166.42561459069805,93631,0,1.5277777777777778e-6,-2.063,5.74,2.316,0.14,0.30000000000000004,278.491,0.909380465745926,2.86268,28.2296,-1.05545,1
2008-03-23,1.538,33.4,3.3361956e-4,103.01569256931839,94206,0,0,-2.596,4.41,2.561,0.14,0.30000000000000004,304.16,0.909380465745926,3.71429,44.1475,-2.05051,1
2008-03-24,-1.062,66.8,2.3816387999999998e-4,64.98650378631976,94300,0,3.505787037037037e-5,-5.569,0.663,2.808,0.14,0.30000000000000004,273.67,0.909380465745926,2.22498,25.8168,-0.792083,1
2008-03-25,0.513,82.69999999999999,2.5302936e-4,102.37003890264873,94988,0,2.1342592592592594e-5,-1.253,1.816,4.18,0.14,0.30000000000000004,264.967,0.909380465745926,2.0614,30.9028,-0.49906,1
2008-03-26,4.078,138.2,2.4849648e-4,109.45821232719112,95019,0,9.143518518518519e-6,0.274,7.77,2.648,0.14,0.30000000000000004,277.08,0.909380465745926,2.61639,14.5706,-0.819675,1
2008-03-27,6.344,172.2,3.7653096000000004e-4,127.5167082589175,94753,0,2.287037037037037e-5,-0.695,9.39,2.061,0.14,0.30000000000000004,283.023,0.909380465745926,4.52875,53.6094,-2.64795,1
2008-03-28,6.882,339.5,4.8112788e-4,125.97947801018694,95662,0,4.5717592592592595e-6,-3.356,11.23,1.676,0.14,0.30000000000000004,271.048,0.909380465745926,4.89721,57.8895,-3.03054,1
2008-03-29,10.662,464.79999999999995,4.9571592e-4,137.1337826429354,96460,0,9.143518518518519e-6,1.717,14.03,2.276,0.39,0.7000000000000001,266.284,0.909380465745926,6.21299,72.3124,-3.84315,1
2008-03-30,10.941,680.5,4.1038884e-4,94.50772390424146,95825,0,0,-1.406,16.73,1.553,0.39,0.7000000000000001,286.339,0.909380465745926,6.65256,50.4781,-3.8785,1
2008-03-31,8.328,152.5,2.0321051999999998e-4,70.39699666612273,96253,0,3.0439814814814815e-6,4.948,10.36,1.467,0.39,0.7000000000000001,262.599,0.909380465745926,4.4977,33.326,-1.41794,1
2008-04-01,10.958,236.50000000000003,3.0123252e-4,87.35377757851347,96876,0,0,4.935,15.14,0.999,0.39,0.7000000000000001,281.999,0.907764715452989,6.03373,38.1161,-2.40965,1
2008-04-02,9.551,287.59999999999997,1.4891183999999998e-4,40.81145231694569,96895,0,6.0995370370370376e-6,6.942,10.96,2.79,0.39,0.7000000000000001,256.315,0.907764715452989,4.30664,47.0849,-0.402845,1
2008-04-03,7.398,124.4,2.1653784e-4,86.29696007861935,96829,0,2.2858796296296297e-5,4.593,9.14,1.41,0.39,0.7000000000000001,274.521,0.907764715452989,4.50209,39.8852,-0.731332,1
2008-04-04,8.427,187,3.4155312e-4,99.13159107736055,97023,0,0,2.471,11.42,1.509,0.39,0.7000000000000001,273.665,0.907764715452989,7.33648,47.2089,-3.37436,1
2008-04-05,9.239,321,3.2476392e-4,99.73629855305745,95915,0,3.0486111111111108e-5,1.243,12.99,1.842,0.39,0.7000000000000001,276.018,0.907764715452989,7.99471,46.3143,-3.67582,1
2008-04-06,3.832,114.6,1.3335276e-4,75.92878114588433,94798,0,6.40162037037037e-5,1.158,5.991,1.881,0.41,0.8,324.825,0.907764715452989,4.65353,31.43,-1.15997,1
2008-04-07,3.909,212.3,5.2321716e-4,170.93321376785315,95011,0,1.6770833333333336e-5,-0.736,6.584,3.11,0.41,0.8,270.41,0.907764715452989,8.11565,82.0912,-4.94446,1
2008-04-08,2.06,152.4,1.4836104e-4,46.51173099147667,94938,0,4.5717592592592595e-6,-2.942,4.166,1.303,0.41,0.8,275.757,0.907764715452989,4.4655,21.4582,-1.56226,1
2008-04-09,6.445,80.30000000000001,1.371186e-4,64.1258660736172,94426,0,2.1797453703703703e-4,2.04,8.18,1.314,0.41,0.8,320.158,0.907764715452989,5.24581,20.7172,-1.70792,1
2008-04-10,9.078,46.2,9.001092e-5,64.71360463685045,94337,0,3.414467592592593e-4,6.719,11.09,1.006,0.41,0.8,361.989,0.907764715452989,5.52271,17.458,-1.65851,1
2008-04-11,9.976,45.7,1.9795343999999998e-4,97.13074925405095,94585,0,6.0972222222222217e-5,4.522,15.5,2.121,0.41,0.8,331.859,0.907764715452989,6.80599,39.0828,-3.17733,1
2008-04-12,8.653,173.6,3.3255876e-4,102.00286055379593,95739,0,0,2.272,11.93,0.926,0.41,0.8,265.307,0.907764715452989,7.92873,47.0505,-4.83082,1
2008-04-13,11.087,380.7,5.443189199999999e-4,146.71341914799427,95990,0,0,0.942,15.86,1.374,0.41,0.8,284.588,0.907764715452989,9.66568,78.2395,-6.59828,1
2008-04-14,6.64,143.4,1.7616828e-4,79.62653352525825,96032,0,4.877314814814815e-5,3.14,9.03,1.797,0.45,0.9,315.886,0.907764715452989,6.29858,35.5308,-3.37489,1
2008-04-15,6.131,45.4,1.9462007999999998e-4,74.33345358793474,96431,0,1.3715277777777778e-5,2.719,9.25,1.72,0.45,0.9,282.363,0.907764715452989,6.97707,37.5518,-3.82186,1
2008-04-16,6.674,118.30000000000001,4.3212299999999997e-4,144.0077013650265,96259,0,4.5717592592592595e-6,1.644,10.08,1.314,0.45,0.9,279.478,0.907764715452989,9.24178,64.528,-5.78035,1
2008-04-17,6.578,127.89999999999999,3.6317304e-4,104.0956066920852,95084,0,0,-0.17,9.83,2.081,0.45,0.9,296.798,0.907764715452989,8.1998,63.5108,-4.41013,1
2008-04-18,11.439,289.40000000000003,4.2998099999999996e-4,137.24474687505267,94277,0,0,5.435,15.39,1.296,0.45,0.9,272.506,0.907764715452989,9.52694,61.0915,-4.43738,1
2008-04-19,12.356,473.59999999999997,4.9900032e-4,148.6376860088473,94521,0,1.5243055555555554e-5,5.054,16.58,3.06,0.45,0.9,274.546,0.907764715452989,10.6617,88.4899,-5.1339,1
2008-04-20,13.257,522.9,3.2603688e-4,84.38407045222112,94852,0,0,2.933,20.02,1.167,0.45,0.9,294.493,0.907764715452989,9.07042,55.5774,-3.20114,1
2008-04-21,9.909,164.6,1.0746924e-4,45.21056148382843,94641,0,2.103587962962963e-4,6.876,11.81,1.739,0.45,0.9,318.073,0.907764715452989,4.48734,30.2611,1.14603,1
2008-04-22,8.611,12.2,5.750352e-5,47.12427665833047,95301,0,4.7406250000000004e-4,7.75,9.31,2.397,0.46,1.3,327.466,0.907764715452989,1.65032,20.783,4.05239,1
2008-04-23,11.147,78,1.7371415999999998e-4,90.72798347473389,96326,0,1.9358796296296295e-4,8.01,14.19,1.077,0.46,1.3,332.724,0.907764715452989,7.11018,36.635,-0.616249,1
2008-04-24,14.23,283,3.4361148e-4,106.67667969018345,96951,0,0,8.14,17.32,1.169,0.46,1.3,284.282,0.907764715452989,11.7924,68.3267,-4.22732,1
2008-04-25,13.899,464.40000000000003,3.6711432e-4,95.64121262579454,97347,0,0,6.862,17.09,1.288,0.46,1.3,270.339,0.907764715452989,13.1019,78.4044,-5.44416,1
2008-04-26,13.917,588.1,5.998885199999999e-4,153.49549186795258,97200,0,0,2.628,18.44,1.266,0.46,1.3,313.218,0.907764715452989,12.7921,96.0158,-5.50161,1
2008-04-27,15.643,726.8,5.495045999999999e-4,146.26646799671573,96636,0,0,2.635,20.65,0.872,0.46,1.3,313.235,0.907764715452989,15.3781,81.8421,-7.57574,1
2008-04-28,13.271,438.40000000000003,2.0621544e-4,77.58363144981638,95808,0,1.3108796296296298e-4,9.47,17.99,1.501,0.46,1.3,325.036,0.907764715452989,10.7442,47.8426,-3.19165,1
2008-04-29,12.291,295.7,5.21322e-4,177.981751967869,95316,0,3.353009259259259e-5,4.543,16.44,0.954,0.46,1.3,300.25,0.907764715452989,13.6707,84.7869,-6.74841,1
2008-04-30,8.18,199.3,1.7475863999999997e-4,63.0796791711503,95070,0,4.725694444444445e-5,2.073,13.07,0.864,0.79,3,355.973,0.907764715452989,7.19822,33.0167,-1.44423,1
2008-05-01,12.566,327.59999999999997,5.881524e-4,190.34943984022715,96010,0,0,5.502,16.61,1.133,0.79,3,285.943,0.710578091442585,15.2099,93.7092,-8.48814,1
2008-05-02,15.425,588.5,5.0849244e-4,134.10687819624746,96747,0,0,4.315,19.87,1.069,0.79,3,299.607,0.710578091442585,14.1986,101.011,-6.90941,1
2008-05-03,16.601,686.3000000000001,4.7139299999999996e-4,125.99834330114044,96910,0,0,4.746,22.61,0.4,0.79,3,310.239,0.710578091442585,14.1838,70.4867,-6.9846,1
2008-05-04,17.7,709.5,5.970977999999999e-4,163.70400482891904,96652,0,0,5.119,22.9,0.794,0.79,3,288.009,0.710578091442585,13.9541,91.046,-6.61125,1
2008-05-05,16.396,881.5,6.59532e-4,164.86902380054465,96677,0,0,8.4,19.81,2.045,0.79,3,250.393,0.710578091442585,14.2838,116.825,-7.35998,1
2008-05-06,17.333,835.3,6.5302644e-4,165.65931265781228,96671,0,0,6.363,21.81,1.177,0.79,3,258.647,0.710578091442585,12.5749,90.9952,-5.9187,1
2008-05-07,17.97,721.3,6.510904799999999e-4,170.4649049174323,96532,0,0,6.351,22.55,0.727,0.79,3,284.684,0.710578091442585,12.1545,80.5338,-5.53345,1
2008-05-08,18.483,913.0000000000001,6.572594399999999e-4,172.6829788758958,96285,0,0,5.155,23.56,0.656,0.87,4.1000000000000005,310.553,0.710578091442585,12.0346,87.2129,-5.33912,1
2008-05-09,19.248,968.8000000000001,5.8930908e-4,157.90019769229644,96036,0,0,5.765,24.36,0.673,0.87,4.1000000000000005,322.199,0.710578091442585,12.324,78.4949,-5.38324,1
2008-05-10,20.386,1055.8999999999999,6.512496e-4,185.82812977178014,96011,0,0,6.114,25,0.961,0.87,4.1000000000000005,284.543,0.710578091442585,12.6643,88.4643,-5.37309,0.979167
2008-05-11,17.708,781.5,5.99607e-4,194.96155541453112,96120,0,3.2013888888888886e-5,8.08,23.52,0.858,0.87,4.1000000000000005,285.808,0.710578091442585,11.2878,70.2348,-4.52962,1
2008-05-12,17.264,658.1,5.99964e-4,194.53818422611658,96139,0,0,7.36,23.52,0.562,0.87,4.1000000000000005,394.573,0.710578091442585,10.9844,89.3856,-4.32111,0.979167
2008-05-13,19.976,1007.6,6.819312e-4,202.18011957592705,95959,0,0,5.212,25.4,0.429,0.87,4.1000000000000005,313.784,0.710578091442585,13.5776,99.1565,-5.81729,0.979167
2008-05-14,19.148,1021.0000000000001,5.6253816e-4,168.3538301017303,95942,0,0,7.02,26.33,0.623,0.87,4.1000000000000005,306.914,0.710578091442585,13.0358,83.643,-4.70869,0.979167
2008-05-15,16.562,450.7,3.1328076e-4,105.17928959200157,95811,0,1.0212962962962963e-4,9.85,22.3,0.75,0.87,4.1000000000000005,301.869,0.710578091442585,12.1089,63.797,-3.62881,1
2008-05-16,18.551,519.2,5.382866400000001e-4,188.24499980526434,95613,0,5.9444444444444445e-5,11.66,23.34,0.945,0.65,1.9,287.067,0.710578091442585,15.2518,104.459,-6.59149,0.979167
2008-05-17,14.783,194.6,1.9987104e-4,81.13202738508483,95479,0,3.0486111111111108e-5,11.71,18.42,0.736,0.65,1.9,313.354,0.710578091442585,8.97149,52.6347,-1.61751,1
2008-05-18,14.037,191.2,2.4717456e-4,90.8446941368627,95444,0,4.420138888888889e-5,10.32,18.33,0.548,0.65,1.9,300.982,0.710578091442585,9.04433,52.6776,-2.45785,1
2008-05-19,14.088,236.7,3.2525351999999994e-4,121.32602864530503,95482,0,0,7.52,17.58,1.128,0.65,1.9,282.607,0.710578091442585,10.9607,74.0214,-4.83975,1
2008-05-20,14.012,307.1,2.6811924000000006e-4,96.74571420200976,95549,0,0,10.08,16.01,2.271,0.65,1.9,234.854,0.710578091442585,8.63853,75.6697,-2.89743,1
2008-05-21,11.523,243.00000000000003,1.9581552e-4,73.0954573300312,95866,0,0,7.74,14.17,1.376,0.65,1.9,236.49,0.710578091442585,8.36519,44.0919,-3.3371,1
2008-05-22,14.214,248.5,2.8493903999999995e-4,103.28968441280284,95982,0,0,8.12,18.17,0.639,0.65,1.9,249.359,0.710578091442585,10.9656,48.1783,-5.37186,1
2008-05-23,17.119,643.9,6.3132084e-4,201.1490752494435,95863,0,0,7.01,22.88,0.549,0.65,1.9,383.719,0.710578091442585,13.1804,121.788,-7.15183,1
2008-05-24,16.164,473.20000000000005,2.4607092e-4,85.51052085952176,95626,0,5.030092592592593e-5,11.45,18.94,0.65,0.55,1.5,440.942,0.710578091442585,8.72026,74.5098,-2.51966,1
2008-05-25,18.685,471.3,4.3699452e-4,152.61641545727423,95848,0,6.25e-5,11.46,23.78,0.867,0.55,1.5,436.261,0.710578091442585,10.904,125.295,-4.01636,1
2008-05-26,19.209,582.9,3.155064e-4,99.98779405148099,95769,0,1.2199074074074075e-5,13.86,23.73,0.683,0.55,1.5,426.192,0.710578091442585,9.1181,93.0232,-2.0425,1
2008-05-27,23.261,1084.5,4.972173600000001e-4,135.95276806258312,95578,0,0,12.43,29.53,1.247,0.55,1.5,410.052,0.710578091442585,13.5548,152.037,-5.62144,1
